id,focus,signal,slack,drag,confidence,score,lane
l001,lowering drift,35,33,6,25,162,watch
l002,stack depth,35,34,6,55,224,ship
l003,diagnostic reach,35,35,6,85,286,ship
l004,IR pressure,35,36,18,25,120,watch
l005,lowering drift,35,37,18,55,182,ship
l006,stack depth,35,38,18,85,244,ship
l007,diagnostic reach,35,39,34,25,62,hold
l008,IR pressure,35,40,34,55,124,watch
l009,lowering drift,35,41,34,85,186,ship
l010,stack depth,60,42,6,25,230,ship
l011,diagnostic reach,60,43,6,55,292,ship
l012,IR pressure,60,44,6,85,354,ship
l013,lowering drift,60,45,18,25,188,ship
l014,stack depth,60,46,18,55,250,ship
l015,diagnostic reach,60,47,18,85,312,ship
l016,IR pressure,60,48,34,25,130,watch
l017,lowering drift,60,32,34,55,158,watch
l018,stack depth,60,33,34,85,220,ship
l019,diagnostic reach,85,34,6,25,264,ship
l020,IR pressure,85,35,6,55,326,ship
l021,lowering drift,85,36,6,85,388,ship
l022,stack depth,85,37,18,25,222,ship
l023,diagnostic reach,85,38,18,55,284,ship
l024,IR pressure,85,39,18,85,346,ship
l025,lowering drift,85,40,34,25,164,watch
l026,stack depth,85,41,34,55,226,ship
l027,diagnostic reach,85,42,34,85,288,ship
